,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
13341,B002HQTOU2,"[0, 0]",2,"['ive', 'detailing', 'cleaning', 'vehicles', 'past', '15', 'years', 'im', 'particular', 'use', 'clean', 'vehicles', 'used', 'friends', 'vehicle', 'permission', 'doesnt', 'particularly', 'care', 'looks', 'first', 'never', 'use', 'product', 'dirty', 'vehicle', 'without', 'washing', 'first', 'otherwise', 'simply', 'rubbing', 'dirt', 'directly', 'paint', 'swirl', 'marks', 'especially', 'dark', 'colored', 'vehicle', 'vehicle', 'idealy', 'washed', 'pressure', 'washer', 'remove', 'largeloose', 'dirt', 'reputable', 'touchless', 'wash', 'available', 'wash', 'mit', 'bucket', 'grit', 'guard', 'using', 'car', 'wash', 'soap', 'kitchen', 'dont', 'use', 'car', 'wash', 'soap', 'pleaseonce', '99', 'clean', 'vehicle', 'proceed', 'use', 'lucky', 'earth', 'detailing', 'kit', 'use', 'clean', 'up', 'spots', 'missed', 'paint', 'wheels', 'even', 'glass', 'feel', 'product', 'job', 'done', 'again', 'plain', 'old', 'h2o', 'microfiber', 'towel', 'perhaps', 'dont', 'clean', 'water', 'available', 'work', 'again', 'wash', 'vehicle', 'first', 'placecompared', 'normal', 'detailing', 'products', 'currently', 'use', 'such', 'meguiars', 'zaino', 'well', 'comparison', 'products', 'far', 'better', 'job', 'cleaning', 'adding', 'shine', 'protection', 'even', 'helping', 'cover', 'up', 'swirlsthe', 'tire', 'kit', 'provides', 'matte', 'finish', 'ie', 'shiny', 'im', 'really', 'sure', 'added', 'protection', 'looks', 'feels', 'same', 'washed', 'soap', 'water', 'pick', 'up', 'more', 'dirt', 'once', 'again', 'tire', 'watertowel', 'same', 'thing', 'wont', 'bother', 'comparing', 'anything', 'elsethen', 'consider', 'cost', 'somewhat', 'pricey', 'detailing', 'kit', 'suppose', 'thats', 'price', 'pay', 'earthfriendly', 'productspros', 'earthfriendly', 'very', 'nice', 'towels', 'removes', 'water', 'spots', 'youve', 'never', 'seen', 'before', 'mention', 'soft', 'microfiber', 'towelscons', 'expensive', 'potentially', 'costly', 'harmful', 'washing', 'directions', 'nonearth', 'friendly', 'products', 'much', 'betteroverall', 'trees', 'lucky', 'earth', 'product', 'cleans', 'stuff', 'slightly', 'better', 'water', 'claim', 'way', 'ditching', 'traditional', 'washing', 'methods', 'spray', 'bottle', 'dirty', 'vehiclemy', 'suggestion', 'need', 'detailing', 'kit', 'buy', 'well', 'known', 'products', 'such', 'meguiars', 'use', 'cars', 'trees', 'definitely', 'carfriendly']","09 16, 2010",A23QII83UGZP5U,"Wayne ""Omegafiler""",...Nice microfiber towels?,1284595200
13392,B002J7KDZO,"[1, 1]",2,"['before', 'using', 'bathing', 'two', 'miniature', 'schnauzers', 'read', 'reviews', 'surprised', 'see', 'two', 'distinct', 'camps', '34best', 'thing', 'sliced', 'bread34', 'group', '34worthless34', 'group', 'vote', 'worthless', 'groupfirst', 'one', 'compare', 'two', 'towels', 'roughly', 'same', 'size', 'tea', 'towels', 'hand', 'towels', 'ok', 'definitely', 'better', 'tea', 'towels', 'hand', 'towels', 'hard', 'dont', 'use', 'hand', 'towels', 'use', 'old', 'bath', 'towels', 'comparison', 'bath', 'towels', 'win', 'time', 'second', 'pockets', 'ones', 'hands', 'seemed', 'good', 'idea', 'fact', 'limiting', 'towel', 'material', 'between', 'two', 'ends', 'doesnt', 'used', 'unless', 'doing', 'shoeshinetype', 'motion', 'one', 'end', 'another', 'certainly', 'doesnt', 'work', 'dogs', 'dog', 'hair', 'matter', 'even', 'using', 'wipe', 'down', 'dogs', 'legs', 'underbelly', 'more', 'difficult', 'hand', 'toweli', 'didnt', 'give', 'one', 'star', 'arent', 'completely', 'useless', 'people', 'find', 'uses', 'wont', 'using', 'again', 'dogs', 'recommend']","03 8, 2014",AQ55H30MZSV0Q,John A. Lefcourte,"May have some uses, didn't work for me with dogs",1394236800
13402,B002J7VWWC,"[0, 0]",2,"['pretty', 'bad', 'use', 'da', 'mine', 'big', 'tear', 'even', 'before', 'im', 'done', '1st', 'car', 'according', 'meguiars', 'dont', 'recommend', 'pad', 'meguiars', 'da', 'g110v2']","07 6, 2013",ADK6WW7VJ6F11,Jerry,Tore apart after first use,1373068800
13403,B002J7VWWC,"[1, 2]",2,"['stayed', 'together', 'made', 'quick', 'work', 'paint', 'oxidation', 'combined', 'meguiars', 'running', 'compound', 'meguiars', 'buffer', 'literally', 'fell', 'apart', 'before', 'even', 'half', 'way', 'done', 'job', 'buffer', 'unit', 'gets', 'hot', 'melts', 'glue', 'holds', 'velcro', 'pad', 'whole', 'thing', 'starts', 'disintegrate', 'wouldnt', 'buy', 'set', 'up', 'again']","02 2, 2013",AYVW3O6W8S5S4,Johnny in Texas,fell apart after 4 hours of use,1359763200
13407,B002J7VX4Y,"[1, 2]",1,"['bought', 'cause', 'name', 'smell', 'good', 'used', 'once', 'used', 'again', 'maybe', 'preference']","11 10, 2013",ADW43S8H5PDXQ,Curtywalk,not too good,1384041600
13416,B002J7VX4Y,"[0, 0]",1,"['dont', 'buy', 'worse', 'smell', 'now', 'cant', 'stand', 'smell', 'truck', 'now', 'im', 'stuck']","11 16, 2013",A2ZJ10ZPQEFNQJ,ruben,garbage,1384560000
13430,B002J858HQ,"[6, 6]",2,"['huge', 'chemical', 'guys', 'fan', 'used', 'still', 'use', 'blacklight', 'wax', 'jetseal', '109i', 'new', 'car', 'scent', 'running', 'low', 'decided', 'try', 'one', 'out', 'first', 'smells', 'very', 'similar', 'new', 'car', 'scent', 'scent', 'last', 'long', 'alli', 'literally', 'believe', 'leather', 'scent', 'stays', 'car', 'couple', 'hours', 'thats', 'new', 'car', 'scent', 'doesnt', 'last', 'long', 'lasts', 'day', 'maybe', 'twowhile', 'scent', 'good', 'worth', 'go', 'through', 'much', 'product']","05 21, 2013",A31U0JAX302HM0,William Wong,Kind of weak,1369094400
13450,B002JSFH3G,"[0, 0]",2,"['bought', '2', 'pairs', '1', 'bulb', 'doa', 'much', 'hassle', 'return', 'went', 'ahead', 'bought', 'another', 'pairfor', 'price', 'eh', 'cant', 'really', 'complain']","03 21, 2012",A1NBCILN691SXH,"Dustin H ""The Mech""",Led bulbs,1332288000
13485,B002KNP0PK,"[1, 6]",1,"['ugly', 'heavy', 'uncomfortable', 'hot', 'really', 'nothing', 'good', 'jacket', 'save', 'money', 'order', 'something']","07 11, 2013",A3W400E8PUFM0Y,zipdip12,Not good,1373500800
13493,B002L2CFR6,"[1, 1]",2,"['left', 'auto', 'windows', 'streaking', 'really', 'wipe', 'surprised', 'used', 'products', 'griots', 'greatwill', 'buy', 'again']","01 29, 2013",ATZVGP985LF5B,Chuck,Not Impressed,1359417600
13509,B002LNI8GW,"[0, 0]",2,"['okay', 'except', 'fact', 'sewn', 'soft', 'paper', 'label', 'tear', 'perforation', 'tear', 'label', 'bit', 'paper', 'still', 'remains', 'attached', 'towel', 'area', 'careful', 'avoid', 'having', 'contact', 'paint', 'making', 'towels', 'bit', 'less', 'useful', 'niceget', 'instead', 'better', 'even', 'edgelessdetail', 'master', 'pro', '16', 'x', '16', 'eagle', 'edgeless', 'blue', 'professional', 'microfiber', 'detailing', 'towels', 'pack', '5']","02 10, 2014",A1F9Z42CFF9IAY,T. Tom,Okay towels except there is a sewn-in label,1391990400
13524,B002M589TA,"[4, 4]",2,"['pump', 'very', 'slow', 'pumps', 'small', 'amount', 'per', 'shot', 'hoses', 'kept', 'coming', 'purchase', 'hose', 'clamp', 'finish', 'transfer', 'product', 'anyone', 'lot', 'timeit', 'pump', 'tranny', 'grease', 'fine', 'great', 'deal', 'effort', 'machine', 'took', 'three', 'quarts', 'took', 'more', 'half', 'hour', 'pump', 'much']","03 14, 2013",A3293UK4BYRP74,Rex,Slow and comes apart,1363219200
13545,B002MQCY7C,"[1, 2]",1,"['product', 'users', 'spoke', 'liked', 'found', 'difficult', 'clip', 'together', 'even', 'looking', 'mirror', 'rate', 'stars', 'buy']","02 25, 2013",A3M2HBNJK89MKK,Casey D,Vega 01 Echo Brand Quick Release,1361750400
13546,B002MQCY7C,"[0, 0]",2,"['latch', 'very', 'stiff', 'hard', 'make', 'connection', 'cant', 'see', 'doing', 'under', 'chin', 'misaligned', 'once', 'couldnt', 'unlatch', 'pinched', 'bruise', 'neck', 'once', 'skin', 'caught', 'between', 'parts', 'removed', 'replaced', 'raider', 'quick', 'disconnect', 'works', 'great', 'buy', 'raider', 'instead', 'one', 'happier']","10 20, 2013",A3JQOM1SI12DH7,cbcool,Hard to latch,1382227200
13563,B002MQCY7C,"[0, 0]",2,"['purchasing', 'another', 'type', 'helmet', 'quick', 'release', 'having', 'echo', 'quick', 'release', 'few', 'weeks', 'nowfor', 'starters', 'don8217t', 'design', 'metal', 'clip', 'gets', 'lodged', 'sideways', 'trying', 'secure', 'two', 'ends', 'unit', 'together', 'becomes', 'two', 'hand', 'sometimes', 'two', 'man', 'project', 'helmet', 'design', 'simply', 'skinny', 'blindly', '8220thread', 'needle8221', 'clip', 'securedsorry', 'recommend', 'product']","03 14, 2014",A1FF4PN48LO8EC,Queensryche,"Difficult to use, but does work.  However I don&#8217;t recommend&#8230;",1394755200
13569,B002MT8S7E,"[0, 1]",2,"['leds', 'died', 'item', 'still', 'charges', 'investigate', 'warranty', 'back', 'here', 'purchased', 'thru', 'amazon', 'fulfilled', 'hrpworldcom']","05 7, 2013",A10FHIE6EYFOUG,"J. C. Hirsch ""nerd pie""",lasted 5 months and LED's gone,1367884800
13602,B002N5W8Q4,"[0, 0]",1,"['defective', 'others', 'stated', 'first', 'batteries', 'fit', 'very', 'tightly', 'fit', 'second', 'hazardous', 'inserted', 'batteries', 'turned', 'switch', 'fan', 'worked', 'much', 'air', 'figure', 'air', 'movement', 'fridge', 'works', 'comments', 'batteries', 'hot', 'put', 'unit', 'cement', 'floor', 'switch', 'returned', '20', 'minutes', 'hold', 'batteries', 'hot', 'outer', 'battery', 'skin', 'blistering', 'dont', 'know', 'plastic', 'hot', 'enough', 'start', 'fire', 'batteries', 'hot', 'enough', 'leak', 'over', 'refrigerator', 'heed', 'others', 'advice', 'don', 'buy', 'item', 'course', 'amazon', 'accepted', 'return', 'questions', 'asked']","03 19, 2013",A343JOFNGG9LJA,BC,Run don't walk away from this product.,1363651200
13609,B002N5W8Q4,"[0, 0]",1,"['first', 'one', 'ordered', 'came', 'right', 'out', 'box', 'fan', 'torn', 'rattling', 'around', 'sealed', 'cage', 'see', 'broken', 'before', 'even', 'opened', 'package', 'bought', 'amazon', 'exchange', 'another', 'one', 'very', 'fast', 'delivery', 'returns', 'made', 'simple', 'sure', 'next', 'one', 'reviews', 'described', 'very', 'difficult', 'install', 'batteries', 'enough', 'pressure', 'install', 'anything', 'pushed', 'hard', 'batteries', 'thing', 'drove', 'fan', 'support', 'plate', 'up', 'underneath', 'fan', 'use', 'thin', 'screw', 'diver', 'push', 'back', 'down', 'fan', 'work', 'though', 'guess', 'batteries', 'die', 'need', 'throw', 'thing', 'away', 'cause', 'chance', 'coming', 'back', 'out', 'without', 'cracking', 'housing']","01 21, 2014",A12QUYMZZ8FMIX,Raymond S. Surprenant,Just as all the others said,1390262400
13619,B002NUABUO,"[2, 4]",1,"['sprayed', 'car', 'part', 'without', 'doing', 'prior', 'cleaning', 'disk', 'pad', 'havent', 'noticed', 'anything', 'changed']","04 15, 2013",A3OMXO2ANHIQH4,"AH ""NoShadowOfDoubt""",What rust converter?,1365984000
13628,B002O95M3K,"[0, 0]",2,"['despite', 'item', 'description', 'compatible', '2009', 'dodge', 'suvs', 'canbus', 'autolights', 'harness', 'plug', 'right', 'two', 'different', 'brands', 'hid', 'kits', 'stop', 'flickering']","05 15, 2014",A13NH7K6FJ9675,Chaos,Didn't work,1400112000
13657,B002OUMVSS,"[7, 11]",2,"['ends', 'large', 'around', 'fit', 'storage', 'area', 'means', 'now', 'stinky', 'sewer', 'hose', 'garbage', 'bag', 'good', 'basic', 'stuff', 'sewer', 'storage', 'diameter', 'pretty', 'much', 'standard', 'newer', 'rvs', 'less', '15', 'yrs', 'old', 'rocket', 'science', 'make', 'sure', 'hose', 'permanently', 'attached', 'fittings', 'fit', 'area']","04 23, 2011",A1231ZWZ66NDHF,ML,good quality but doesn't fit in standard rv sewer storage,1303516800
13658,B002OUMVSS,"[0, 1]",1,"['purchased', 'rhinoflex', '5', 'sewer', 'hose', 'extensinon', 'kit', 'coupler', 'nothing', 'big', 'problem', 'month', 'long', 'trip', 'never', 'couplers', 'connected', 'hold', 'end', 'hose', 'dumping', 'motor', 'home', 'ended', 'up', 'even', 'using', 'connector', 'dump', 'feeding', 'hose', 'down', 'hole', 'coupler', 'came', 'lose', 'hold', 'motor', 'home', 'outlet', 'waste', 'wouldnt', 'spill', 'over', 'place', 'guy', 'emailed', 'told', 'took', 'forty', 'minutes', 'figure', 'out', 'connect', 'couplers', 'peace', 'cake', 'even', 'try', 'thinking', 'returning', 'threw', 'away', 'box', 'much', 'trouble', 'see', 'sell', 'such', 'product', 'knowing', 'couplers', 'hard', 'connect', 'fact', 'connect']","08 20, 2013",AM93M1RMWCBFL,"P. Doherty ""Pauldathome""",Don't buy this Product,1376956800
13659,B002OUMVSS,"[0, 0]",2,"['works', 'fittings', 'wont', 'fit', 'inside', '434', 'square', 'bumper', 'valterra', 'brand', 'fit', 'pegleg']","11 27, 2013",A1KF61HK8BM4D2,Pegleg,Camco take a Dump...,1385510400
13666,B002OUMVWY,"[3, 3]",2,"['rhino', 'hose', 'cant', 'stand', 'uv', 'light', 'direct', 'sunlight', 'leave', 'one', 'attached', 'rv', 'come', 'apart', 'few', 'months', 'mine', 'came', 'completely', 'apart', 'several', 'locations', 'many', 'pin', 'holes', 'count', 'cheap', 'hose', 'replaced', 'one', 'walmart', 'out', 'same', 'light', 'same', 'location', 'over', 'year', 'half', 'still', 'looks', 'new', 'rhino', 'dumpsters', 'one', 'third', 'time']","10 8, 2012",A7ZCFU1QPEBNE,AlaVol,Don't leave out in the sun.,1349654400
13672,B002OUMVWY,"[5, 5]",2,"['long', 'stuff', 'flows', 'down', 'hill', 'work', 'fine', 'bought', '4', 'months', 'ago', 'used', 'quite', 'heavily', 'time', 'until', 'weekend', 'worked', 'great', 'now', 'see', 'limitations', 'sewer', 'connection', 'used', 'weekend', 'actually', 'slightly', 'higher', 'outlet', 'travel', 'trailer', 'very', 'lowprofile', 'trailer', 'result', 'hose', 'stayed', 'full', 'emptied', 'tanks', 'problem', 'hose', 'constantly', 'full', 'water', 'trailer', 'side', 'fittings', 'leaked', 'fairly', 'steady', 'drip', 'matter', 'tight', 'tightened', 'fittings', 'still', 'leaked', 'going', 'put', 'away', 'backup', 'hose', 'try', 'thevalterra', 'd040250', 'dominator', '15', 'sewer', 'hose', 'kitnext']","06 3, 2012",A2BIDO6BOFTPUI,BUJoeCool,Leaks under certain conditions,1338681600
13720,B002OUMVWY,"[1, 1]",1,"['weve', 'set', 'up', '3', 'times', 'left', 'trip', 'april', '27th', 'today', '3rd', 'time', 'hooking', 'up', 'elbow', 'completely', 'separated', 'hose', 'now', '12', 'roll', 'duct', 'tape', 'holding', 'still', 'dripping', 'flimsy', 'others', 'out', 'worth', 'isnt']","05 13, 2013",AIZI6Q5ENAM6W,Mike,Broke after 3rd use,1368403200
13755,B002PYBZJO,"[0, 1]",2,"['return', 'product', 'defectivethe', 'scanner', 'failed', 'mate', 'onboard', 'computer', '2004', 'toyota', 'corollai', 'purchased', 'canobd2', 'car', 'readerwhich', 'perfect', 'matei', 'highly', 'recommend', 'latter', 'elmscan', '5', 'compact', 'lesser', 'produced', 'product', 'return', 'reason', 'stated', 'aboveelmscan', '5', 'compact', 'usb', 'obdii', 'scan', 'tool', 'obdwiz', 'engine', 'diagnostic', 'software', '423001']","06 19, 2012",A3Q72JUMCBI9WK,bulldog,returned item,1340064000
13772,B002QA386A,"[0, 0]",2,"['good', 'size', 'perfect', 'fits', 'tight', 'spaces', 'about1534', 'long', 'light', 'out', 'put', 'great', 'softer', 'accent', 'lighting', 'bright', 'reading', 'light', 'needed', 'great', 'price', 'bad', 'hot', 'hot', 'incondecent', 'bulbs', 'someting', 'expect', 'led', 'ugly', 'trust', 'left', 'unattended', 'hot', 'leave', 'light', 'rv', 'out', 'leds', 'stay', 'cool', 'leave', 'buy', 'again']","05 19, 2014",A16TUV1JXTA6JU,Ken B,Good Light but Get Hot,1400457600
13785,B002QAC66I,"[4, 13]",1,"['product', 'description', 'shows', 'size', '15x15x4', 'inches', 'size', 'cordset', 'coiled', 'tells', 'nothing', 'length', 'cord', 'uncoiled', 'important', 'information', 'seller', 'amazon', 'one', 'phone', 'email', 'request', 'information']","04 4, 2012",A204K1OFE8OB9Y,Winter,No information as to length of the cord,1333497600
13786,B002QGSYZ4,"[12, 18]",1,"['well', 'hope', 'amazon', 'returns', 'goes', 'smoothly', 'opened', 'box', 'found', 'received', 'defective', 'unitthe', 'problem', 'rotating', 'lens', '12', 'oclock', 'position', 'detente', 'loose', 'sloppy', 'film', '3', 'hours', 'video', 'find', 'out', 'picture', 'tilted', 'halfway', 'throughother', 'people', 'complained', 'contour', 'web', 'site', 'contour', 'replace', 'cameras', 'loose', 'detentes', 'assume', 'replace', 'refurbishedrepaired', 'units', 'thats', 'went', 'right', 'amazon', 'returnsa', 'minor', 'second', 'problem', 'software', 'installer', 'uses', 'program', 'called', 'prcviewexe', 'macaffee', 'calls', 'flags', 'potentially', 'unwanted', 'installed', 'tons', 'software', 'over', 'years', 'none', 'triggered', 'alerts', 'macafee', 'antivirus']","02 12, 2011",A1KOY9EHK46SG4,EmiEmc,Bad Rotating Lens Detente,1297468800
13791,B002QGSYZ4,"[1, 2]",2,"['update08152012battery', 'door', 'ripped', 'completely', 'normal', 'useupdate07122012they', 'sent', 'clip', 'never', 'contacted', 'again', 'resent', 'one', 'received', 'day', 'two', 'installing', 'good', 'took', 'vacation', 'mom', 'bumped', 'battery', 'door', 'broke', 'again', 'more', 'recently', 'battery', 'door', 'fell', 'rubber', 'pieces', 'held', 'still', 'latches', 'isnt', 'leashedupdate2292012after', 'reinstalling', 'firmware', 'records', 'againi', 'contacted', 'warranty', 'claim', 'sending', 'another', 'battery', 'clip', 'dont', 'abuse', 'camcorder', 'frustrating', 'ive', 'many', 'problems', 'itanother', 'problem', 'noticed', 'cold', 'weather', 'recorder', 'switch', 'doesnt', 'lock', 'place', 'dont', 'much', 'battery', 'life', 'later', 'expectedupdate', '2142012camera', 'bricked', 'selfso', 'theres', 'metal', 'ring', 'attaches', 'battery', 'holder', 'point', 'came', 'loose', 'rattled', 'around', 'camera', 'now', 'doesnt', 'record', 'stay', 'recording', 'tried', 'different', 'memory', 'cards', 'charged', 'nothing', 'now', '100', 'bucks', 'worth', 'mounts', 'worthless', 'camera', 'selfi', 'prefer', 'contours', 'video', 'over', 'go', 'pro', 'thats', 'thinglow', 'light', 'pretty', 'good', 'nothing', 'spectacular', 'small', 'image', 'sensor', 'knew', 'thisafter', 'one', 'light', 'drop', '2', 'feet', 'onto', 'carpet', 'battery', 'retainer', 'broke', 'luckily', 'battery', 'thick', 'enough', 'cant', 'removed', 'out', 'pliers', 'im', 'worried', 'thative', 'camera', '2', 'months', 'now', 'trying', 'remove', 'suction', 'mount', 'panavise', 'portion', 'good', 'contour', 'part', 'sucks', 'ripped', 'back', 'door', 'another', 'overly', 'expensive', 'poorly', 'constructed', 'mountthe', 'mounts', 'overly', 'expensive', 'poorly', 'constructed', 'rugged', 'hoped', 'dont', 'means', 'beat', 'worst', '2', 'foot', 'drop', 'wouldnt', 'expect', 'hold', 'up', 'crashit', 'looks', 'pretty', 'compared', 'teletuby', 'go', 'pro', 'couldnt', 'recommend', 'getting', 'one', 'more', '100', 'bucks', 'plan', 'using', 'alot', 'ive', 'already', 'spent', 'ton', 'mounts', 'camera', 'thats', 'turning', 'paperweight', 'more', 'dayoh', 'editing', 'nightmare', 'file', 'format', 'welland', 'software', 'junk']","02 7, 2012",A16I7TH03ZUMDG,"Steve ""steve""",Major Design flaws.,1328572800
13815,B002RW244Y,"[1, 1]",1,"['purchased', 'replace', 'ones', 'fit', 'system', 'model', '3891', 'bought', 'amazon', '2012', 'far', 'worst', 'viewing', 'obstructions', 'backing', 'camper', 'tight', 'spaces', 'ones', 'fit', 'system', 'far', 'superior', 'use', 'backing', 'campers', 'see', 'low', 'tree', 'branches', 'eves', 'buildings', 'carport', 'post', 'etc', 'mirrors', 'look', 'better', 'ones', 'fit', 'system', 'easier', 'install', 'first', 'time', 'dont', 'begin', 'compare', 'usefulness', 'ones', 'fit', 'systemsif', 'want', 'mirrors', 'easy', 'install', 'look', 'good', 'buy', 'want', 'mirrors', 'work', 'buy', 'ones', 'fit', 'system', 'once', 'connect', 'ones', 'fit', 'systems', 'first', 'time', 'breeze', 'connect', 'next', 'timei', 'highly', 'recommend', 'ones', 'fit', 'systems', '3891', 'amazon', 'half', 'price']","04 13, 2014",A3CZUQD3IIICDN,Billy R. Hulsey,Hard to see overhead obstructions,1397347200
13824,B002RWK9N2,"[1, 11]",1,"['purchased', 'yamaha', 'good', 'reviews', 'im', 'yamaha', 'fan', 'owning', 'few', 'products', 'atv', 'honda', 'eu2000i', '3', 'years', 'old', 'sold', 'travel', 'trailer', 'now', 'felt', 'kept', 'first', 'thing', 'noticed', 'yamaha', 'arrived', 'seemed', 'louder', 'honda', 'thought', 'being', 'critical', 'later', 'went', 'camping', 'favorite', 'spot', 'desert', 'placing', 'yamaha', '30', 'feet', 'trailer', 'put', 'honda', 'noticed', 'yamaha', 'louder', 'honda', 'barely', 'hear', 'im', 'trailer', 'yamaha', 'quit', 'easily', 'hear', 'running', 'hoping', 'same', 'louder', 'im', 'happy', 'sold', 'yamaha', 'now', 'looking', 'another', 'hondabut', 'dang', 'amazon', 'out', 'stock', 'honda', 'im', 'camping', 'worldi', 'recommend', 'generator', 'want', 'quietest', 'onebut', 'sound', 'isnt', 'issue', 'comparable', 'honda']","01 10, 2014",A2OAAQEAQ9ES55,J. Scott,Not as Quiet as My Honda. Not Happy.,1389312000
