,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
13082,B002BC4N5I,"[1, 1]",1,"['fist', 'thought', 'pad', 'first', 'rate', 'second', 'time', 'use', 'hook', 'loop', 'line', 'separ', 'pad', 'im', 'go', 'tri', 'glue', 'back', 'im', 'convinc', 'workupd', 'use', 'pad', 'third', 'time', 'notic', 'hook', 'loop', 'piec', 'shrunk', 'substanti', 'back', 'pad', 'make', 'pad', 'much', 'smaller', 'mention', 'befor', 'hook', 'loop', 'separ', 'pad', 'tri', 'glue', 'back', 'last', '30', 'min', 'throw', 'away', 'opinion', 'good', 'invest', 'recommend', 'product', 'im', 'go', 'tri', 'chemic', 'guy', 'next']","03 21, 2013",A1MQNS1QNI3YPK,Golfrichv,Terrible pad just fell apart,1363824000
13086,B002BC4N5I,"[0, 4]",1,"['initi', 'happi', 'product', 'look', 'sturdi', 'look', 'made', 'high', 'qualiti', 'foam', 'pretti', 'happi', 'rest', 'griot', 'except', 'machin', 'polishesyesterday', 'decid', 'use', 'thing', 'fender', 'use', 'griot', '3', 'inch', 'random', 'orbit', 'first', '15', 'min', 'usag', 'hook', 'loop', 'separ', 'pad', 'flew', 'leav', 'mar', 'paint', 'due', 'back', 'plate', 'smack', 'onto', 'fender', 'comparison', 'bought', 'harbor', 'freight', 'pad', 'sever', 'use', 'still', 'work', 'great', 'thank', 'griot', 'make', '5', 'pad', 'ruin', 'car', 'now', 'go', 'cost', 'few', 'thousand', 'dollar', 'fix', 'paint']","04 9, 2013",A2ED99D5SXT5KW,Ievalu8shipntime,FAIL,1365465600
13105,B002BC4N5I,"[0, 2]",2,"['bought', 'think', 'wash', 'product', 'go', 'return', 'use', 'seem', 'shine', 'better', 'duster', 'clean', 'towel']","11 20, 2013",A2AXVW7HO5293Q,Minnesota Guy,Not worth usiing,1384905600
13131,B002BC4N5I,"[0, 1]",2,"['result', 'use', 'veri', 'good', 'tend', 'leav', 'light', 'dri', 'wax', 'residu', 'streak', 'set', 'dri', 'car', 'notic', 'later', 'promot', 'wipe', 'subsequ', 'leav', 'more', 'swirl', 'cari', 'think', 'better', 'use', 'wax', 'car', 'normal', 'littl', 'more']","01 26, 2014",A1F9Z42CFF9IAY,T. Tom,Leaves streaks,1390694400
13137,B002BEI0JQ,"[0, 0]",1,"['someon', 'here', 'same', 'comment', 'noisi', 'veri', 'annoy', 'skip', 'bounc', 'leav', 'trail', 'water', 'real', 'time', 'waster', 'glad', 'hear', 'work', 'didnt', 'problem', 'much', 'flexibl', 'soft', 't', 'part', 'blade', 'itself', 'comparis', 'detail', 'choic', 'nois', 'straight', 'blade', 'water', 'trail', 'veri', 'fast', 'blade']","02 19, 2012",A2FX0I2H21YHD5,"Jack Jones ""ReviewerJack""",Not so good,1329609600
13165,B002BELP3Y,"[0, 1]",2,"['sorri', 'cant', 'origin', 'oldstock', 'superdeep', 'california', 'water', 'blade', '30', 'someon', 'sell', 'old', 'stock', 'merchandis', 'give', 'up', 'go', 'back', 'oldfashion', 'chamoi', 'towel', 'blade', 'newstyl', 'notso', '34original34', 'one', 'way', 'stiff', 'work', 'wellth', 'current', 'style', 'california', 'blade', 'good', 'older', 'one', 'tri', 'numer', 'knockoff', 'style', 'silicon', 'wiper', 'none', 'deep', 'high', 'flexibl', 'blade', 'oldstyl', 'origin', 'california', 'water', 'baldswhi', 'california', 'water', 'blade', 'chang', 'great', 'origin', 'design', 'beyond', 'comprehens']","01 9, 2013",A1XYOVJW5J06X5,Pragmatic,Not as good as an genuine old-style original (wide blade) California Water Blade,1357689600
13173,B002BELP3Y,"[0, 0]",1,"['want', 'squeak', 'bounc', 'glass', 'car', 'surfac', 'leav', 'water', 'behind', 'useless']","09 25, 2013",A1F9Z42CFF9IAY,T. Tom,Didn't work for me at all,1380067200
13179,B002BHRXJ6,"[0, 0]",1,"['yes', 'work', 'realli', 'difficult', 'fin', 'wide', 'straighten', 'wheel', 'interfer', 'abil', 'close', 'edg', 'ive', 'seen', 'straight', 'one', 'size', 'per', 'rod', 'friend', 'purchas', 'one', 'much', 'more', 'useabl', 'found', 'cheap', 'plastic', 'flimsi', 'blade', 'even', 'space', 'caus', 'press', 'fin', 'apart', 'unevenlywil', 'work', 'yes', 'better', 'choic', 'definit']","07 10, 2013",A2AB17IX4CTOLL,poc,Piece of....,1373414400
13180,B002BHRXJ6,"[0, 0]",2,"['see', 'work', 'good', 'big', 'pitch', 'window', 'ac', 'unit', 'tri', 'use', '22', 'pitch', '5', 'ton', '14', 'seer', 'modern', 'unit', 'basic', 'useless', 'tight', 'pitch', 'caus', 'real', 'problem', 'plastic', 'materi', 'success', 'mate', 'fin', 'plastic', 'damag', 'right', 'away', 'top', 'even', 'use', 'soapi', 'water', 'lube', 'tri', 'eas', 'movement', 'wouldnt', 'effect', 'spread', 'fin', 'good', 'product', 'use', 'tight', 'pitch', 'modern', 'larg', 'system', 'wast', 'money']","08 21, 2013",ANC36RGFR9HU4,primeguy,doesnt work well for small pitches,1377043200
13189,B002BVXM92,"[1, 2]",2,"['check', 'engin', 'light', 'code', 'p0420', 'believ', 'chevi', 'truck', 'tri', 'didnt', 'work', 'happen', 'convert', 'broken', 'up', 'piec', 'noth', 'dump', 'fuel', 'go', 'fix', 'issu', 'now', 'problem', 'cant', 'buy', 'replac', 'cat', '2003', 'chevi', 'silverado', '53l', 'engin', 'that', 'california', 'legal', 'whole', 'pipe', 'both', 'convert', 'dealer', 'even', 'though', 'state', 'buy', 'convert', '90', 'guess', 'ill', 'pollut', 'anoth', 'year', 'until', 'one', 'get', 'certifi', 'fork', 'out', '800so', 'stuff', 'wont', 'work', 'convert', 'broken', 'up', 'wast', 'money']","09 4, 2010",A4N52S2HDHF4Y,J. Waldvogel,Still don't know if it works!,1283558400
13191,B002BVXM92,"[3, 6]",1,"['im', 'go', 'call', 'see', 'work', 'think', 'realli', 'claim', 'optimist', 'hope', 'make', 'differ', 'help', 'alli', 'use', 'direct', 'check', 'engin', 'light', 'fill', 'up', 'use', 'product', 'check', 'engin', 'light', 'came', 'way', 'home', 'station', 'hope', 'need', 'more', 'time', 'work', 'keep', 'come', 'back', 'help', '30', 'wast']","06 27, 2012",A1RJ4BW5Z1BNUL,Rattler,Calling it snake oil,1340755200
13260,B002E2WMWG,"[1, 1]",2,"['origin', 'satisfi', 'purchas', 'decent', 'price', 'bright', 'alreadi', 'short', '3', 'week', 'one', 'bulb', 'burnt', 'out', 'instal', 'wore', 'glove', 'still', 'care', 'touch', 'bulb', 'best', 'dont', 'think', 'caus', 'error', 'dure', 'instal', 'mayb', 'receiv', 'faulti', 'bulb', 'way', 'order', 'brand', 'again', 'wouldnt', 'recommend', 'product']","04 18, 2014",A1DFAUQHN7113H,Justin,"Looks good and decently priced, questionable quality",1397779200
13284,B002G244UM,"[0, 0]",1,"['truli', 'absolut', 'abysm', 'product', 'black', 'brush', 'broke', 'within', 'two', 'minut', 'veri', 'light', 'usag', 'befor', 'broke', 'bristl', 'kept', 'fall', 'out', 'make', 'attempt', 'detail', 'redund', 'go', 'back', 'individu', 'remov', 'bristl', 'one', 'one', 'fell', 'out', 'flew', 'over', 'place', 'top', 'bristl', 'seem', 'dy', 'black', 'second', 'came', 'contact', 'veri', 'light', 'deterg', 'color', 'transfer', 'surfac', 'work', 'difficult', 'clean', 'entir', 'brush', 'fell', 'apart', 'see', 'upload', 'photo', 'vent', 'tool', 'worthless', 'dirt', 'stick', 'smear', 'dirt', 'around', 'white', 'brush', 'light', 'anyth', 'product', 'tri', 'detail', 'someon', 'poni', 'tail', 'floppi', 'serv', 'real', 'purposei', 'resort', 'back', 'use', 'free', 'toothbrush', 'hotel', 'qtip', 'better', 'made', 'leav', 'car', 'look', 'better', 'product', 'total', 'garbag']","05 22, 2014",A33FG1YPBIIW5X,Arthur Schwartz,Wow...,1400716800
13288,B002G244UM,"[0, 0]",2,"['impress', 'set', 'pricey', 'getref', 'pictur', 'itembrush', 'left', 'brush', 'realli', 'clean', 'vent', 'wellunless', 'tri', 'scrub', 'dri', 'snot', 'bug', 'manag', 'vent', 'uselessbrush', 'middl', 'nylon', 'hair', 'brush', 'bit', 'stiff', 'short', 'realli', 'sure', 'dust', 'clean', 'well', 'car', 'interiorbrush', 'right', 'best', 'use', 'packag', 'dust', 'out', 'crevic', 'ventsknob', 'etc', 'brushunfortun', 'hair', 'fell', 'easili', 'light', 'dustingid', 'recommend', 'buy', 'cheap', 'paint', 'brush', 'art', 'brush', 'dollar', 'store', 'same', 'job']","03 5, 2013",A1N087XH2AUKWP,Nike guy,"Not great, look elsewhere",1362441600
13303,B002G29LLE,"[0, 0]",2,"['thought', 'id', 'tri', 'few', 'dollar', 'first', 'one', 'came', 'apart', 'use', 'first', 'truck', 'tire', 'pretti', 'big', 'smooth', 'expect', 'littl', 'higher', 'qualiti', 'second', 'one', 'last', 'coupl', 'vehicl', 'befor', 'fell', 'apart', 'end', 'up', 'spend', 'littl', 'more', 'money', 'one', 'last', 'think', 'glue', 'pretti', 'weak', 'stronger']","01 10, 2014",A820FRC6G2BY,"Michael W. ""the difference between something ...",Not That Great and Really Do Come Apart,1389312000
13308,B002G29LLE,"[0, 1]",1,"['use', 'new', 'tire', 'glaze', 'applic', 'black', 'color', 'spong', 'bleed', 'onto', 'hand', 'shape', 'size', 'applic', 'requir', 'two', 'swipe', 'cover', 'width', 'tire', 'poor', 'design', 'overal', 'purchas', 'again']","02 5, 2013",A73I3YMD9MJ5W,"Regular Guy ""Bob""",Not what I expected,1360022400
13341,B002HQTOU2,"[0, 0]",2,"['ive', 'detail', 'clean', 'vehicl', 'past', '15', 'year', 'im', 'particular', 'use', 'clean', 'vehicl', 'use', 'friend', 'vehicl', 'permiss', 'doesnt', 'particular', 'care', 'look', 'first', 'never', 'use', 'product', 'dirti', 'vehicl', 'without', 'wash', 'first', 'otherwis', 'simpli', 'rub', 'dirt', 'direct', 'paint', 'swirl', 'mark', 'especi', 'dark', 'color', 'vehicl', 'vehicl', 'ideali', 'wash', 'pressur', 'washer', 'remov', 'largeloos', 'dirt', 'reput', 'touchless', 'wash', 'avail', 'wash', 'mit', 'bucket', 'grit', 'guard', 'use', 'car', 'wash', 'soap', 'kitchen', 'dont', 'use', 'car', 'wash', 'soap', 'pleaseonc', '99', 'clean', 'vehicl', 'proceed', 'use', 'lucki', 'earth', 'detail', 'kit', 'use', 'clean', 'up', 'spot', 'miss', 'paint', 'wheel', 'even', 'glass', 'feel', 'product', 'job', 'done', 'again', 'plain', 'old', 'h2o', 'microfib', 'towel', 'perhap', 'dont', 'clean', 'water', 'avail', 'work', 'again', 'wash', 'vehicl', 'first', 'placecompar', 'normal', 'detail', 'product', 'current', 'use', 'such', 'meguiar', 'zaino', 'well', 'comparison', 'product', 'far', 'better', 'job', 'clean', 'ad', 'shine', 'protect', 'even', 'help', 'cover', 'up', 'swirlsth', 'tire', 'kit', 'provid', 'matt', 'finish', 'ie', 'shini', 'im', 'realli', 'sure', 'ad', 'protect', 'look', 'feel', 'same', 'wash', 'soap', 'water', 'pick', 'up', 'more', 'dirt', 'onc', 'again', 'tire', 'watertowel', 'same', 'thing', 'wont', 'bother', 'compar', 'anyth', 'elsethen', 'consid', 'cost', 'somewhat', 'pricey', 'detail', 'kit', 'suppos', 'that', 'price', 'pay', 'earthfriend', 'productspro', 'earthfriend', 'veri', 'nice', 'towel', 'remov', 'water', 'spot', 'youv', 'never', 'seen', 'befor', 'mention', 'soft', 'microfib', 'towelscon', 'expens', 'potenti', 'cost', 'harm', 'wash', 'direct', 'nonearth', 'friend', 'product', 'much', 'betteroveral', 'tree', 'lucki', 'earth', 'product', 'clean', 'stuff', 'slight', 'better', 'water', 'claim', 'way', 'ditch', 'tradit', 'wash', 'method', 'spray', 'bottl', 'dirti', 'vehiclemi', 'suggest', 'need', 'detail', 'kit', 'buy', 'well', 'known', 'product', 'such', 'meguiar', 'use', 'car', 'tree', 'definit', 'carfriend']","09 16, 2010",A23QII83UGZP5U,"Wayne ""Omegafiler""",...Nice microfiber towels?,1284595200
13392,B002J7KDZO,"[1, 1]",2,"['befor', 'use', 'bath', 'two', 'miniatur', 'schnauzer', 'read', 'review', 'surpris', 'see', 'two', 'distinct', 'camp', '34best', 'thing', 'slice', 'bread34', 'group', '34worthless34', 'group', 'vote', 'worthless', 'groupfirst', 'one', 'compar', 'two', 'towel', 'rough', 'same', 'size', 'tea', 'towel', 'hand', 'towel', 'ok', 'definit', 'better', 'tea', 'towel', 'hand', 'towel', 'hard', 'dont', 'use', 'hand', 'towel', 'use', 'old', 'bath', 'towel', 'comparison', 'bath', 'towel', 'win', 'time', 'second', 'pocket', 'one', 'hand', 'seem', 'good', 'idea', 'fact', 'limit', 'towel', 'materi', 'between', 'two', 'end', 'doesnt', 'use', 'unless', 'do', 'shoeshinetyp', 'motion', 'one', 'end', 'anoth', 'certain', 'doesnt', 'work', 'dog', 'dog', 'hair', 'matter', 'even', 'use', 'wipe', 'down', 'dog', 'leg', 'underbelli', 'more', 'difficult', 'hand', 'tow', 'didnt', 'give', 'one', 'star', 'arent', 'complet', 'useless', 'peopl', 'find', 'use', 'wont', 'use', 'again', 'dog', 'recommend']","03 8, 2014",AQ55H30MZSV0Q,John A. Lefcourte,"May have some uses, didn't work for me with dogs",1394236800
13402,B002J7VWWC,"[0, 0]",2,"['pretti', 'bad', 'use', 'da', 'mine', 'big', 'tear', 'even', 'befor', 'im', 'done', '1st', 'car', 'accord', 'meguiar', 'dont', 'recommend', 'pad', 'meguiar', 'da', 'g110v2']","07 6, 2013",ADK6WW7VJ6F11,Jerry,Tore apart after first use,1373068800
13403,B002J7VWWC,"[1, 2]",2,"['stay', 'togeth', 'made', 'quick', 'work', 'paint', 'oxid', 'combin', 'meguiar', 'run', 'compound', 'meguiar', 'buffer', 'liter', 'fell', 'apart', 'befor', 'even', 'half', 'way', 'done', 'job', 'buffer', 'unit', 'get', 'hot', 'melt', 'glue', 'hold', 'velcro', 'pad', 'whole', 'thing', 'start', 'disintegr', 'wouldnt', 'buy', 'set', 'up', 'again']","02 2, 2013",AYVW3O6W8S5S4,Johnny in Texas,fell apart after 4 hours of use,1359763200
13407,B002J7VX4Y,"[1, 2]",1,"['bought', 'caus', 'name', 'smell', 'good', 'use', 'onc', 'use', 'again', 'mayb', 'prefer']","11 10, 2013",ADW43S8H5PDXQ,Curtywalk,not too good,1384041600
13416,B002J7VX4Y,"[0, 0]",1,"['dont', 'buy', 'wors', 'smell', 'now', 'cant', 'stand', 'smell', 'truck', 'now', 'im', 'stuck']","11 16, 2013",A2ZJ10ZPQEFNQJ,ruben,garbage,1384560000
13430,B002J858HQ,"[6, 6]",2,"['huge', 'chemic', 'guy', 'fan', 'use', 'still', 'use', 'blacklight', 'wax', 'jetseal', '109i', 'new', 'car', 'scent', 'run', 'low', 'decid', 'tri', 'one', 'out', 'first', 'smell', 'veri', 'similar', 'new', 'car', 'scent', 'scent', 'last', 'long', 'alli', 'liter', 'believ', 'leather', 'scent', 'stay', 'car', 'coupl', 'hour', 'that', 'new', 'car', 'scent', 'doesnt', 'last', 'long', 'last', 'day', 'mayb', 'twowhil', 'scent', 'good', 'worth', 'go', 'through', 'much', 'product']","05 21, 2013",A31U0JAX302HM0,William Wong,Kind of weak,1369094400
13450,B002JSFH3G,"[0, 0]",2,"['bought', '2', 'pair', '1', 'bulb', 'doa', 'much', 'hassl', 'return', 'went', 'ahead', 'bought', 'anoth', 'pairfor', 'price', 'eh', 'cant', 'realli', 'complain']","03 21, 2012",A1NBCILN691SXH,"Dustin H ""The Mech""",Led bulbs,1332288000
13485,B002KNP0PK,"[1, 6]",1,"['ugli', 'heavi', 'uncomfort', 'hot', 'realli', 'noth', 'good', 'jacket', 'save', 'money', 'order', 'someth']","07 11, 2013",A3W400E8PUFM0Y,zipdip12,Not good,1373500800
13493,B002L2CFR6,"[1, 1]",2,"['left', 'auto', 'window', 'streak', 'realli', 'wipe', 'surpris', 'use', 'product', 'griot', 'greatwil', 'buy', 'again']","01 29, 2013",ATZVGP985LF5B,Chuck,Not Impressed,1359417600
13509,B002LNI8GW,"[0, 0]",2,"['okay', 'except', 'fact', 'sewn', 'soft', 'paper', 'label', 'tear', 'perfor', 'tear', 'label', 'bit', 'paper', 'still', 'remain', 'attach', 'towel', 'area', 'care', 'avoid', 'have', 'contact', 'paint', 'make', 'towel', 'bit', 'less', 'use', 'niceget', 'instead', 'better', 'even', 'edgelessdetail', 'master', 'pro', '16', 'x', '16', 'eagl', 'edgeless', 'blue', 'profession', 'microfib', 'detail', 'towel', 'pack', '5']","02 10, 2014",A1F9Z42CFF9IAY,T. Tom,Okay towels except there is a sewn-in label,1391990400
13524,B002M589TA,"[4, 4]",2,"['pump', 'veri', 'slow', 'pump', 'small', 'amount', 'per', 'shot', 'hose', 'kept', 'come', 'purchas', 'hose', 'clamp', 'finish', 'transfer', 'product', 'anyon', 'lot', 'timeit', 'pump', 'tranni', 'greas', 'fine', 'great', 'deal', 'effort', 'machin', 'took', 'three', 'quart', 'took', 'more', 'half', 'hour', 'pump', 'much']","03 14, 2013",A3293UK4BYRP74,Rex,Slow and comes apart,1363219200
13545,B002MQCY7C,"[1, 2]",1,"['product', 'user', 'spoke', 'like', 'found', 'difficult', 'clip', 'togeth', 'even', 'look', 'mirror', 'rate', 'star', 'buy']","02 25, 2013",A3M2HBNJK89MKK,Casey D,Vega 01 Echo Brand Quick Release,1361750400
13546,B002MQCY7C,"[0, 0]",2,"['latch', 'veri', 'stiff', 'hard', 'make', 'connect', 'cant', 'see', 'do', 'under', 'chin', 'misalign', 'onc', 'couldnt', 'unlatch', 'pinch', 'bruis', 'neck', 'onc', 'skin', 'caught', 'between', 'part', 'remov', 'replac', 'raider', 'quick', 'disconnect', 'work', 'great', 'buy', 'raider', 'instead', 'one', 'happier']","10 20, 2013",A3JQOM1SI12DH7,cbcool,Hard to latch,1382227200
13563,B002MQCY7C,"[0, 0]",2,"['purchas', 'anoth', 'type', 'helmet', 'quick', 'releas', 'have', 'echo', 'quick', 'releas', 'few', 'week', 'nowfor', 'starter', 'don8217t', 'design', 'metal', 'clip', 'get', 'lodg', 'sideway', 'tri', 'secur', 'two', 'end', 'unit', 'togeth', 'becom', 'two', 'hand', 'sometim', 'two', 'man', 'project', 'helmet', 'design', 'simpli', 'skinni', 'blind', '8220thread', 'needle8221', 'clip', 'securedsorri', 'recommend', 'product']","03 14, 2014",A1FF4PN48LO8EC,Queensryche,"Difficult to use, but does work.  However I don&#8217;t recommend&#8230;",1394755200
13569,B002MT8S7E,"[0, 1]",2,"['led', 'die', 'item', 'still', 'charg', 'investig', 'warranti', 'back', 'here', 'purchas', 'thru', 'amazon', 'fulfil', 'hrpworldcom']","05 7, 2013",A10FHIE6EYFOUG,"J. C. Hirsch ""nerd pie""",lasted 5 months and LED's gone,1367884800
13602,B002N5W8Q4,"[0, 0]",1,"['defect', 'other', 'state', 'first', 'batteri', 'fit', 'veri', 'tight', 'fit', 'second', 'hazard', 'insert', 'batteri', 'turn', 'switch', 'fan', 'work', 'much', 'air', 'figur', 'air', 'movement', 'fridg', 'work', 'comment', 'batteri', 'hot', 'put', 'unit', 'cement', 'floor', 'switch', 'return', '20', 'minut', 'hold', 'batteri', 'hot', 'outer', 'batteri', 'skin', 'blister', 'dont', 'know', 'plastic', 'hot', 'enough', 'start', 'fire', 'batteri', 'hot', 'enough', 'leak', 'over', 'refriger', 'heed', 'other', 'advic', 'don', 'buy', 'item', 'cours', 'amazon', 'accept', 'return', 'question', 'ask']","03 19, 2013",A343JOFNGG9LJA,BC,Run don't walk away from this product.,1363651200
13609,B002N5W8Q4,"[0, 0]",1,"['first', 'one', 'order', 'came', 'right', 'out', 'box', 'fan', 'torn', 'rattl', 'around', 'seal', 'cage', 'see', 'broken', 'befor', 'even', 'open', 'packag', 'bought', 'amazon', 'exchang', 'anoth', 'one', 'veri', 'fast', 'deliveri', 'return', 'made', 'simpl', 'sure', 'next', 'one', 'review', 'describ', 'veri', 'difficult', 'instal', 'batteri', 'enough', 'pressur', 'instal', 'anyth', 'push', 'hard', 'batteri', 'thing', 'drove', 'fan', 'support', 'plate', 'up', 'underneath', 'fan', 'use', 'thin', 'screw', 'diver', 'push', 'back', 'down', 'fan', 'work', 'though', 'guess', 'batteri', 'die', 'need', 'throw', 'thing', 'away', 'caus', 'chanc', 'come', 'back', 'out', 'without', 'crack', 'hous']","01 21, 2014",A12QUYMZZ8FMIX,Raymond S. Surprenant,Just as all the others said,1390262400
13619,B002NUABUO,"[2, 4]",1,"['spray', 'car', 'part', 'without', 'do', 'prior', 'clean', 'disk', 'pad', 'havent', 'notic', 'anyth', 'chang']","04 15, 2013",A3OMXO2ANHIQH4,"AH ""NoShadowOfDoubt""",What rust converter?,1365984000
13628,B002O95M3K,"[0, 0]",2,"['despit', 'item', 'descript', 'compat', '2009', 'dodg', 'suv', 'canbus', 'autolight', 'har', 'plug', 'right', 'two', 'differ', 'brand', 'hid', 'kit', 'stop', 'flicker']","05 15, 2014",A13NH7K6FJ9675,Chaos,Didn't work,1400112000
13657,B002OUMVSS,"[7, 11]",2,"['end', 'larg', 'around', 'fit', 'storag', 'area', 'mean', 'now', 'stinki', 'sewer', 'hose', 'garbag', 'bag', 'good', 'basic', 'stuff', 'sewer', 'storag', 'diamet', 'pretti', 'much', 'standard', 'newer', 'rvs', 'less', '15', 'yrs', 'old', 'rocket', 'scienc', 'make', 'sure', 'hose', 'perman', 'attach', 'fit', 'fit', 'area']","04 23, 2011",A1231ZWZ66NDHF,ML,good quality but doesn't fit in standard rv sewer storage,1303516800
13658,B002OUMVSS,"[0, 1]",1,"['purchas', 'rhinoflex', '5', 'sewer', 'hose', 'extensinon', 'kit', 'coupler', 'noth', 'big', 'problem', 'month', 'long', 'trip', 'never', 'coupler', 'connect', 'hold', 'end', 'hose', 'dump', 'motor', 'home', 'end', 'up', 'even', 'use', 'connector', 'dump', 'feed', 'hose', 'down', 'hole', 'coupler', 'came', 'lose', 'hold', 'motor', 'home', 'outlet', 'wast', 'wouldnt', 'spill', 'over', 'place', 'guy', 'email', 'told', 'took', 'forti', 'minut', 'figur', 'out', 'connect', 'coupler', 'peac', 'cake', 'even', 'tri', 'think', 'return', 'threw', 'away', 'box', 'much', 'troubl', 'see', 'sell', 'such', 'product', 'know', 'coupler', 'hard', 'connect', 'fact', 'connect']","08 20, 2013",AM93M1RMWCBFL,"P. Doherty ""Pauldathome""",Don't buy this Product,1376956800
13659,B002OUMVSS,"[0, 0]",2,"['work', 'fit', 'wont', 'fit', 'insid', '434', 'squar', 'bumper', 'valterra', 'brand', 'fit', 'pegleg']","11 27, 2013",A1KF61HK8BM4D2,Pegleg,Camco take a Dump...,1385510400
13666,B002OUMVWY,"[3, 3]",2,"['rhino', 'hose', 'cant', 'stand', 'uv', 'light', 'direct', 'sunlight', 'leav', 'one', 'attach', 'rv', 'come', 'apart', 'few', 'month', 'mine', 'came', 'complet', 'apart', 'sever', 'locat', 'mani', 'pin', 'hole', 'count', 'cheap', 'hose', 'replac', 'one', 'walmart', 'out', 'same', 'light', 'same', 'locat', 'over', 'year', 'half', 'still', 'look', 'new', 'rhino', 'dumpster', 'one', 'third', 'time']","10 8, 2012",A7ZCFU1QPEBNE,AlaVol,Don't leave out in the sun.,1349654400
13672,B002OUMVWY,"[5, 5]",2,"['long', 'stuff', 'flow', 'down', 'hill', 'work', 'fine', 'bought', '4', 'month', 'ago', 'use', 'quit', 'heavili', 'time', 'until', 'weekend', 'work', 'great', 'now', 'see', 'limit', 'sewer', 'connect', 'use', 'weekend', 'actual', 'slight', 'higher', 'outlet', 'travel', 'trailer', 'veri', 'lowprofil', 'trailer', 'result', 'hose', 'stay', 'full', 'empti', 'tank', 'problem', 'hose', 'constant', 'full', 'water', 'trailer', 'side', 'fit', 'leak', 'fair', 'steadi', 'drip', 'matter', 'tight', 'tighten', 'fit', 'still', 'leak', 'go', 'put', 'away', 'backup', 'hose', 'tri', 'thevalterra', 'd040250', 'domin', '15', 'sewer', 'hose', 'kitnext']","06 3, 2012",A2BIDO6BOFTPUI,BUJoeCool,Leaks under certain conditions,1338681600
